ticker,model,MAE,RMSE,MAPE,R2,DirectionalAccuracy(%)
THYAO,NaiveYesterday,0.6409999999999987,0.8243603580958988,0.6019785232263678,0.9173988480429708,0.0
THYAO,RandomForest,4.108878333333445,4.640808134229462,3.7976806051269616,-1.6178160914593396,55.00000000000001
BIMAS,NaiveYesterday,0.7881666666666679,0.9730972887298244,0.6500293674626578,0.6084333941482506,0.0
BIMAS,RandomForest,2.337619166666653,2.7451493674373313,1.9137113621144581,-2.1161982658909677,51.66666666666667
TUPRS,NaiveYesterday,0.757666666666667,0.9481314958028415,0.9030230502036548,0.8111919489243864,0.0
TUPRS,RandomForest,1.5031145833333222,1.940324013789854,1.786895885341227,0.20926332995099406,33.33333333333333
