date,close,volume
,TUPRS.IS,TUPRS.IS
2020-01-02,12.268352508544922,10267544
2020-01-03,12.047904968261719,13947619
2020-01-06,11.856213569641113,9460164
2020-01-07,11.779535293579102,14402885
2020-01-08,11.53991985321045,17810471
2020-01-09,11.990397453308105,27044185
2020-01-10,12.009566307067871,20340271
2020-01-13,12.047904968261719,20015443
2020-01-14,11.884965896606445,16265004
2020-01-15,11.837041854858398,16043552
2020-01-16,11.731612205505371,23735747
2020-01-17,11.607011795043945,16043335
2020-01-20,11.68368911743164,11492838
2020-01-21,11.645349502563477,14337575
2020-01-22,11.645349502563477,16468305
2020-01-23,11.568673133850098,13256425
2020-01-24,11.463242530822754,16712241
2020-01-27,11.108610153198242,18953382
2020-01-28,11.070271492004395,23985514
2020-01-29,10.945671081542969,18308276
2020-01-30,11.04151725769043,30301138
2020-01-31,10.811485290527344,29019725
2020-02-03,10.773146629333496,17552710
2020-02-04,10.859410285949707,23201731
2020-02-05,10.936086654663086,25937618
2020-02-06,10.897747039794922,15313928
2020-02-07,10.840239524841309,13930238
2020-02-10,10.610207557678223,19339712
2020-02-11,10.811485290527344,19870130
2020-02-12,11.022348403930664,23132935
2020-02-13,10.75397777557373,47080593
2020-02-14,10.543115615844727,30115736
2020-02-17,10.734808921813965,34262025
2020-02-18,10.543115615844727,23583728
2020-02-19,10.638961791992188,24041220
2020-02-20,10.571868896484375,29059758
2020-02-21,10.6964693069458,30902907
2020-02-24,10.60062313079834,20024949
2020-02-25,10.495192527770996,19774748
2020-02-26,10.466439247131348,22960861
2020-02-27,9.862605094909668,22727537
2020-02-28,9.699665069580078,15331778
2020-03-02,9.72842025756836,8674491
2020-03-03,9.766758918762207,10681167
2020-03-04,9.603818893432617,10733821
2020-03-05,9.560688972473145,9400209
2020-03-06,9.105419158935547,15103606
2020-03-09,8.976024627685547,21232232
2020-03-10,8.870594024658203,12439238
2020-03-11,8.870594024658203,0
2020-03-12,8.051107406616211,14009569
2020-03-13,8.204461097717285,23886569
2020-03-16,7.571874141693115,10688937
2020-03-17,6.987209796905518,19320910
2020-03-18,6.670917510986328,18338593
2020-03-19,6.431300640106201,20799072
2020-03-20,6.584654808044434,17803541
2020-03-23,6.6277852058410645,16223249
2020-03-24,7.078265190124512,16711163
2020-03-25,7.21245002746582,23187010
2020-03-26,7.52394962310791,14663607
2020-03-27,7.327465534210205,18676931
2020-03-30,7.140565395355225,11297335
2020-03-31,7.269957542419434,11509764
2020-04-01,7.47602653503418,42587216
2020-04-02,7.921713829040527,40088426
2020-04-03,8.137368202209473,44791621
2020-04-06,8.17570686340332,27236972
2020-04-07,8.645355224609375,44029825
2020-04-08,8.712448120117188,24172323
2020-04-09,9.124588012695312,41098043
2020-04-10,8.923309326171875,13487355
2020-04-13,8.674108505249023,20637288
2020-04-14,8.731616020202637,18448871
2020-04-15,8.381776809692383,21317555
2020-04-16,8.161330223083496,21451857
2020-04-17,8.372191429138184,12607154
2020-04-20,8.333853721618652,12689817
2020-04-21,8.09423828125,17354190
2020-04-22,8.204461097717285,24847942
2020-04-24,8.21883773803711,16772385
2020-04-27,8.228423118591309,15793925
2020-04-28,8.266761779785156,16751112
2020-04-29,8.539923667907715,24342759
2020-04-30,8.66452407836914,28562863
2020-05-04,8.295515060424805,19146743
2020-05-05,8.314684867858887,19654355
2020-05-06,8.161330223083496,19462562
2020-05-07,8.146952629089355,13903743
2020-05-08,8.146952629089355,8774801
2020-05-11,8.132575035095215,7093996
2020-05-12,8.161330223083496,10221253
2020-05-13,8.09423828125,10605840
2020-05-14,7.916921138763428,12230092
2020-05-15,7.849828720092773,11046301
2020-05-18,7.825866222381592,19999007
2020-05-20,7.734813213348389,21657489
2020-05-21,7.595834732055664,31631446
2020-05-22,7.691681385040283,54895456
2020-05-27,8.046314239501953,72642850
2020-05-28,8.199668884277344,47502175
2020-05-29,8.209253311157227,21567035
2020-06-01,8.520753860473633,37408924
2020-06-02,8.602224349975586,39942343
2020-06-03,8.444077491760254,28549787
2020-06-04,8.300307273864746,25305301
2020-06-05,8.55909252166748,46532759
2020-06-08,8.55909252166748,40578657
2020-06-09,8.515961647033691,20979252
2020-06-10,8.487207412719727,19493796
2020-06-11,8.338645935058594,20300245
2020-06-12,8.381776809692383,22142379
2020-06-15,8.247591018676758,18009418
2020-06-16,8.372191429138184,26073817
2020-06-17,8.290722846984863,14777322
2020-06-18,8.338645935058594,21753732
2020-06-19,8.491999626159668,46557952
2020-06-22,8.63576889038086,59595494
2020-06-23,8.597432136535645,52469991
2020-06-24,8.549507141113281,28689843
2020-06-25,8.51116943359375,24387566
2020-06-26,8.563884735107422,17625174
2020-06-29,8.611808776855469,19497177
2020-06-30,8.626185417175293,24802281
2020-07-01,8.381776809692383,42356643
2020-07-02,8.434491157531738,26685778
2020-07-03,8.319477081298828,29578780
2020-07-06,8.333853721618652,29403311
2020-07-07,8.51116943359375,80970127
2020-07-08,8.448868751525879,49301245
2020-07-09,8.295515060424805,32584538
2020-07-10,8.214045524597168,27741350
2020-07-13,8.400944709777832,25139933
2020-07-14,8.271554946899414,26580988
2020-07-16,8.329061508178711,26592888
2020-07-17,8.324268341064453,16404836
2020-07-20,8.271554946899414,12314449
2020-07-21,8.28113842010498,41166867
2020-07-22,8.295515060424805,22543738
2020-07-23,8.410531044006348,55937910
2020-07-24,8.362607955932617,15280419
2020-07-27,8.353022575378418,32662434
2020-07-28,8.09423828125,27592061
2020-07-29,7.9025444984436035,32461170
2020-07-30,7.9121294021606445,6736233
2020-08-04,7.576666831970215,35096229
2020-08-05,7.63417387008667,37351930
2020-08-06,7.341842174530029,29631224
2020-08-07,7.480818748474121,37678382
2020-08-10,7.303503513336182,39987479
2020-08-11,7.44248104095459,55512205
2020-08-12,7.452065467834473,71099896
2020-08-13,7.519157409667969,92106294
2020-08-14,7.509573936462402,57839341
2020-08-17,7.744397163391113,60114740
2020-08-18,7.662927150726318,35821555
2020-08-19,8.233214378356934,216715660
2020-08-20,8.832254409790039,334759516
2020-08-21,7.955260276794434,378512680
2020-08-24,8.075068473815918,133477407
2020-08-25,7.945675373077393,69731746
2020-08-26,7.854620456695557,35235585
2020-08-27,8.017560958862305,52248420
2020-08-28,7.955260276794434,64005025
2020-08-31,7.667719841003418,37768843
2020-09-01,7.7587738037109375,36422309
2020-09-02,7.677304744720459,27591844
2020-09-03,7.60062837600708,24847844
2020-09-04,7.672513008117676,28171444
2020-09-07,7.720435619354248,18578455
2020-09-08,7.595834732055664,29271354
2020-09-09,8.12778377532959,144751103
2020-09-10,7.782736301422119,75462576
2020-09-11,7.773151397705078,50359673
2020-09-14,7.811489582061768,26248502
2020-09-15,7.777944564819336,44168544
2020-09-16,7.7635674476623535,21254548
2020-09-17,7.720435619354248,19715276
2020-09-18,7.730020523071289,24378704
2020-09-21,7.567081451416016,21242431
2020-09-22,7.60062837600708,18715543
2020-09-23,7.60062837600708,22335761
2020-09-24,7.6485514640808105,23185008
2020-09-25,7.706058025360107,32262216
2020-09-28,7.610212326049805,18782680
2020-09-29,7.5862507820129395,24984155
2020-09-30,7.638965606689453,21556073
2020-10-01,7.63417387008667,27408892
2020-10-02,7.62938117980957,16703736
2020-10-05,7.662927150726318,15187487
2020-10-06,7.677304744720459,38761240
2020-10-07,7.701267242431641,28663733
2020-10-08,7.854620456695557,100565605
2020-10-09,7.979221820831299,68138329
2020-10-12,7.797112941741943,62644820
2020-10-13,7.701267242431641,24954678
2020-10-14,8.012767791748047,224242662
2020-10-15,7.806697845458984,57447250
2020-10-16,7.9025444984436035,51181032
2020-10-19,7.7683587074279785,34754181
2020-10-20,7.734813213348389,22111257
2020-10-21,7.691681385040283,19497121
2020-10-22,7.63417387008667,22828890
2020-10-23,7.595834732055664,19569025
2020-10-26,7.289126396179199,30095800
2020-10-27,7.432897090911865,28464345
2020-10-28,7.284334182739258,8788101
2020-10-30,7.140565395355225,25321765
2020-11-02,7.236411094665527,25650121
2020-11-03,7.3562188148498535,28736078
2020-11-04,7.44248104095459,28050953
2020-11-05,7.413727760314941,28298046
2020-11-06,7.408934116363525,15652049
2020-11-09,7.8929595947265625,109679843
2020-11-10,8.079861640930176,102438721
2020-11-11,8.381776809692383,88067700
2020-11-12,8.554301261901855,158964442
2020-11-13,8.52554702758789,71991444
2020-11-16,8.535130500793457,75098912
2020-11-17,8.214045524597168,48073200
2020-11-18,8.463245391845703,61846400
2020-11-19,8.611808776855469,80235687
2020-11-20,8.544715881347656,59462900
2020-11-23,8.415322303771973,49099932
2020-11-24,8.640562057495117,66690638
2020-11-25,8.90414047241211,96811190
